omega*t					L0					Lprime					( Lprime - L0 ) / L0					dL_h/L0					dL_f/L0					dL_n/L0					dL_s/L0					v_RV_avg
5.4538					8.16395e+32					8.16411e+32					1.96965e-05					2.81684e-08					1.97059e-05					-7.04211e-09					-3.05158e-08					-10.0872
5.46009					8.16395e+32					8.16411e+32					1.97712e-05					2.85655e-08					1.97808e-05					-7.14137e-09					-3.0946e-08					-10.087
5.46637					8.16395e+32					8.16411e+32					1.98428e-05					2.8958e-08					1.98525e-05					-7.23951e-09					-3.13712e-08					-10.0852
5.47265					8.16395e+32					8.16411e+32					1.99113e-05					2.9346e-08					1.99211e-05					-7.3365e-09					-3.17915e-08					-10.0819
5.47894					8.16395e+32					8.16411e+32					1.99766e-05					2.97293e-08					1.99866e-05					-7.43233e-09					-3.22068e-08					-10.0769
5.48522					8.16395e+32					8.16411e+32					2.00388e-05					3.0108e-08					2.00489e-05					-7.52699e-09					-3.2617e-08					-10.0704
5.4915					8.16395e+32					8.16411e+32					2.00978e-05					3.04818e-08					2.0108e-05					-7.62046e-09					-3.3022e-08					-10.0623
5.49779					8.16395e+32					8.16411e+32					2.01537e-05					3.08509e-08					2.01639e-05					-7.71273e-09					-3.34218e-08					-10.0525
5.50407					8.16395e+32					8.16412e+32					2.02063e-05					3.12151e-08					2.02167e-05					-7.80378e-09					-3.38164e-08					-10.0412
5.51035					8.16395e+32					8.16412e+32					2.02558e-05					3.15744e-08					2.02663e-05					-7.89359e-09					-3.42056e-08					-10.0283
5.51664					8.16395e+32					8.16412e+32					2.0302e-05					3.19286e-08					2.03127e-05					-7.98216e-09					-3.45894e-08					-10.0139
5.52292					8.16395e+32					8.16412e+32					2.03451e-05					3.22779e-08					2.03559e-05					-8.06947e-09					-3.49677e-08					-9.99779
5.5292					8.16395e+32					8.16412e+32					2.03849e-05					3.2622e-08					2.03958e-05					-8.15551e-09					-3.53405e-08					-9.98015
5.53549					8.16395e+32					8.16412e+32					2.04216e-05					3.2961e-08					2.04326e-05					-8.24025e-09					-3.57078e-08					-9.96094
5.54177					8.16395e+32					8.16412e+32					2.0455e-05					3.32948e-08					2.04661e-05					-8.3237e-09					-3.60694e-08					-9.94015
5.54805					8.16395e+32					8.16412e+32					2.04851e-05					3.36233e-08					2.04963e-05					-8.40583e-09					-3.64253e-08					-9.9178
5.55434					8.16395e+32					8.16412e+32					2.05121e-05					3.39465e-08					2.05234e-05					-8.48664e-09					-3.67754e-08					-9.89388
5.56062					8.16395e+32					8.16412e+32					2.05358e-05					3.42644e-08					2.05472e-05					-8.5661e-09					-3.71198e-08					-9.86839
5.5669					8.16395e+32					8.16412e+32					2.05562e-05					3.45768e-08					2.05677e-05					-8.64421e-09					-3.74582e-08					-9.84135
5.57319					8.16395e+32					8.16412e+32					2.05734e-05					3.48838e-08					2.05851e-05					-8.72096e-09					-3.77908e-08					-9.81275
5.57947					8.16395e+32					8.16412e+32					2.05874e-05					3.51853e-08					2.05991e-05					-8.79633e-09					-3.81174e-08					-9.7826
5.58575					8.16395e+32					8.16412e+32					2.05981e-05					3.54812e-08					2.06099e-05					-8.87031e-09					-3.8438e-08					-9.75091
5.59203					8.16395e+32					8.16412e+32					2.06056e-05					3.57715e-08					2.06175e-05					-8.94289e-09					-3.87525e-08					-9.71768
5.59832					8.16395e+32					8.16412e+32					2.06098e-05					3.60562e-08					2.06218e-05					-9.01405e-09					-3.90609e-08					-9.68292
5.6046					8.16395e+32					8.16412e+32					2.06107e-05					3.63352e-08					2.06228e-05					-9.0838e-09					-3.93631e-08					-9.64662
5.61088					8.16395e+32					8.16412e+32					2.06084e-05					3.66084e-08					2.06206e-05					-9.15211e-09					-3.96591e-08					-9.6088
5.61717					8.16395e+32					8.16412e+32					2.06028e-05					3.68759e-08					2.06151e-05					-9.21897e-09					-3.99489e-08					-9.56947
5.62345					8.16395e+32					8.16412e+32					2.0594e-05					3.71375e-08					2.06064e-05					-9.28438e-09					-4.02323e-08					-9.52862
5.62973					8.16395e+32					8.16412e+32					2.05819e-05					3.73933e-08					2.05944e-05					-9.34832e-09					-4.05094e-08					-9.48627
5.63602					8.16395e+32					8.16412e+32					2.05666e-05					3.76432e-08					2.05792e-05					-9.41079e-09					-4.07801e-08					-9.44242
5.6423					8.16395e+32					8.16412e+32					2.05481e-05					3.78871e-08					2.05607e-05					-9.47177e-09					-4.10443e-08					-9.39708
5.64858					8.16395e+32					8.16412e+32					2.05263e-05					3.8125e-08					2.0539e-05					-9.53125e-09					-4.13021e-08					-9.35026
5.65487					8.16395e+32					8.16412e+32					2.05012e-05					3.83569e-08					2.0514e-05					-9.58923e-09					-4.15533e-08					-9.30196
5.66115					8.16395e+32					8.16412e+32					2.04729e-05					3.85828e-08					2.04858e-05					-9.6457e-09					-4.1798e-08					-9.25219
5.66743					8.16395e+32					8.16412e+32					2.04414e-05					3.88026e-08					2.04543e-05					-9.70064e-09					-4.20361e-08					-9.20096
5.67372					8.16395e+32					8.16412e+32					2.04066e-05					3.90162e-08					2.04196e-05					-9.75405e-09					-4.22676e-08					-9.14827
5.68					8.16395e+32					8.16412e+32					2.03687e-05					3.92237e-08					2.03817e-05					-9.80592e-09					-4.24923e-08					-9.09414
5.68628					8.16395e+32					8.16412e+32					2.03275e-05					3.9425e-08					2.03406e-05					-9.85624e-09					-4.27104e-08					-9.03858
5.69257					8.16395e+32					8.16412e+32					2.02831e-05					3.962e-08					2.02963e-05					-9.90501e-09					-4.29217e-08					-8.98159
5.69885					8.16395e+32					8.16412e+32					2.02355e-05					3.98088e-08					2.02487e-05					-9.95221e-09					-4.31262e-08					-8.92318
5.70513					8.16395e+32					8.16412e+32					2.01847e-05					3.99913e-08					2.0198e-05					-9.99784e-09					-4.3324e-08					-8.86336
5.71142					8.16395e+32					8.16411e+32					2.01307e-05					4.01675e-08					2.01441e-05					-1.00419e-08					-4.35148e-08					-8.80214
5.7177					8.16395e+32					8.16411e+32					2.00735e-05					4.03374e-08					2.0087e-05					-1.00844e-08					-4.36989e-08					-8.73953
5.72398					8.16395e+32					8.16411e+32					2.00132e-05					4.05009e-08					2.00267e-05					-1.01252e-08					-4.3876e-08					-8.67554
5.73027					8.16395e+32					8.16411e+32					1.99497e-05					4.0658e-08					1.99633e-05					-1.01645e-08					-4.40462e-08					-8.61019
5.73655					8.16395e+32					8.16411e+32					1.98831e-05					4.08087e-08					1.98967e-05					-1.02022e-08					-4.42094e-08					-8.54347
5.74283					8.16395e+32					8.16411e+32					1.98133e-05					4.09529e-08					1.98269e-05					-1.02382e-08					-4.43656e-08					-8.4754
5.74911					8.16395e+32					8.16411e+32					1.97404e-05					4.10907e-08					1.97541e-05					-1.02727e-08					-4.45149e-08					-8.406
5.7554					8.16395e+32					8.16411e+32					1.96643e-05					4.12219e-08					1.96781e-05					-1.03055e-08					-4.46571e-08					-8.33526
5.76168					8.16395e+32					8.16411e+32					1.95852e-05					4.13467e-08					1.9599e-05					-1.03367e-08					-4.47923e-08					-8.26321
5.76796					8.16395e+32					8.16411e+32					1.9503e-05					4.14649e-08					1.95168e-05					-1.03662e-08					-4.49203e-08					-8.18986
5.77425					8.16395e+32					8.16411e+32					1.94177e-05					4.15766e-08					1.94315e-05					-1.03942e-08					-4.50413e-08					-8.11521
5.78053					8.16395e+32					8.16411e+32					1.93293e-05					4.16817e-08					1.93432e-05					-1.04204e-08					-4.51552e-08					-8.03928
5.78681					8.16395e+32					8.16411e+32					1.92379e-05					4.17803e-08					1.92518e-05					-1.04451e-08					-4.5262e-08					-7.96208
5.7931					8.16395e+32					8.16411e+32					1.91434e-05					4.18722e-08					1.91574e-05					-1.04681e-08					-4.53616e-08					-7.88363
5.79938					8.16395e+32					8.16411e+32					1.90459e-05					4.19575e-08					1.90599e-05					-1.04894e-08					-4.5454e-08					-7.80393
5.80566					8.16395e+32					8.1641e+32					1.89454e-05					4.20363e-08					1.89594e-05					-1.05091e-08					-4.55393e-08					-7.723
5.81195					8.16395e+32					8.1641e+32					1.88419e-05					4.21083e-08					1.8856e-05					-1.05271e-08					-4.56173e-08					-7.64084
5.81823					8.16395e+32					8.1641e+32					1.87355e-05					4.21737e-08					1.87495e-05					-1.05434e-08					-4.56882e-08					-7.55748
5.82451					8.16395e+32					8.1641e+32					1.86261e-05					4.22325e-08					1.86401e-05					-1.05581e-08					-4.57519e-08					-7.47293
5.8308					8.16395e+32					8.1641e+32					1.85137e-05					4.22846e-08					1.85278e-05					-1.05711e-08					-4.58083e-08					-7.3872
5.83708					8.16395e+32					8.1641e+32					1.83984e-05					4.233e-08					1.84125e-05					-1.05825e-08					-4.58575e-08					-7.3003
5.84336					8.16395e+32					8.1641e+32					1.82802e-05					4.23687e-08					1.82943e-05					-1.05922e-08					-4.58994e-08					-7.21225
5.84965					8.16395e+32					8.1641e+32					1.81591e-05					4.24008e-08					1.81733e-05					-1.06002e-08					-4.59342e-08					-7.12306
5.85593					8.16395e+32					8.1641e+32					1.80352e-05					4.24261e-08					1.80493e-05					-1.06065e-08					-4.59616e-08					-7.03274
5.86221					8.16395e+32					8.1641e+32					1.79084e-05					4.24447e-08					1.79226e-05					-1.06112e-08					-4.59818e-08					-6.94132
5.8685					8.16395e+32					8.1641e+32					1.77788e-05					4.24567e-08					1.77929e-05					-1.06142e-08					-4.59947e-08					-6.84879
5.87478					8.16395e+32					8.16409e+32					1.76464e-05					4.24619e-08					1.76605e-05					-1.06155e-08					-4.60004e-08					-6.75519
5.88106					8.16395e+32					8.16409e+32					1.75111e-05					4.24604e-08					1.75253e-05					-1.06151e-08					-4.59988e-08					-6.66052
5.88734					8.16395e+32					8.16409e+32					1.73732e-05					4.24523e-08					1.73873e-05					-1.06131e-08					-4.599e-08					-6.5648
5.89363					8.16395e+32					8.16409e+32					1.72324e-05					4.24374e-08					1.72466e-05					-1.06093e-08					-4.59738e-08					-6.46804
5.89991					8.16395e+32					8.16409e+32					1.7089e-05					4.24158e-08					1.71031e-05					-1.0604e-08					-4.59505e-08					-6.37026
5.90619					8.16395e+32					8.16409e+32					1.69429e-05					4.23875e-08					1.6957e-05					-1.05969e-08					-4.59198e-08					-6.27147
5.91248					8.16395e+32					8.16409e+32					1.6794e-05					4.23525e-08					1.68082e-05					-1.05881e-08					-4.58819e-08					-6.17169
5.91876					8.16395e+32					8.16409e+32					1.66426e-05					4.23109e-08					1.66567e-05					-1.05777e-08					-4.58368e-08					-6.07094
5.92504					8.16395e+32					8.16408e+32					1.64885e-05					4.22625e-08					1.65026e-05					-1.05656e-08					-4.57844e-08					-5.96923
5.93133					8.16395e+32					8.16408e+32					1.63318e-05					4.22075e-08					1.63458e-05					-1.05519e-08					-4.57248e-08					-5.86658
5.93761					8.16395e+32					8.16408e+32					1.61725e-05					4.21459e-08					1.61865e-05					-1.05365e-08					-4.5658e-08					-5.763
5.94389					8.16395e+32					8.16408e+32					1.60107e-05					4.20775e-08					1.60247e-05					-1.05194e-08					-4.5584e-08					-5.65851
5.95018					8.16395e+32					8.16408e+32					1.58463e-05					4.20025e-08					1.58603e-05					-1.05006e-08					-4.55027e-08					-5.55313
5.95646					8.16395e+32					8.16408e+32					1.56794e-05					4.19209e-08					1.56934e-05					-1.04802e-08					-4.54143e-08					-5.44687
5.96274					8.16395e+32					8.16408e+32					1.55101e-05					4.18327e-08					1.5524e-05					-1.04582e-08					-4.53187e-08					-5.33975
5.96903					8.16395e+32					8.16408e+32					1.53383e-05					4.17378e-08					1.53522e-05					-1.04345e-08					-4.5216e-08					-5.23179
5.97531					8.16395e+32					8.16407e+32					1.51641e-05					4.16364e-08					1.5178e-05					-1.04091e-08					-4.51061e-08					-5.123
5.98159					8.16395e+32					8.16407e+32					1.49875e-05					4.15284e-08					1.50013e-05					-1.03821e-08					-4.49891e-08					-5.0134
5.98788					8.16395e+32					8.16407e+32					1.48085e-05					4.14139e-08					1.48223e-05					-1.03535e-08					-4.4865e-08					-4.90301
5.99416					8.16395e+32					8.16407e+32					1.46272e-05					4.12927e-08					1.4641e-05					-1.03232e-08					-4.47338e-08					-4.79185
6.00044					8.16395e+32					8.16407e+32					1.44436e-05					4.11651e-08					1.44573e-05					-1.02913e-08					-4.45956e-08					-4.67993
6.00673					8.16395e+32					8.16407e+32					1.42577e-05					4.1031e-08					1.42713e-05					-1.02578e-08					-4.44503e-08					-4.56727
6.01301					8.16395e+32					8.16407e+32					1.40695e-05					4.08904e-08					1.40831e-05					-1.02226e-08					-4.42979e-08					-4.45389
6.01929					8.16395e+32					8.16406e+32					1.38791e-05					4.07433e-08					1.38927e-05					-1.01858e-08					-4.41386e-08					-4.33981
6.02557					8.16395e+32					8.16406e+32					1.36866e-05					4.05898e-08					1.37001e-05					-1.01475e-08					-4.39723e-08					-4.22504
6.03186					8.16395e+32					8.16406e+32					1.34918e-05					4.04299e-08					1.35053e-05					-1.01075e-08					-4.37991e-08					-4.1096
6.03814					8.16395e+32					8.16406e+32					1.3295e-05					4.02637e-08					1.33084e-05					-1.00659e-08					-4.3619e-08					-3.99351
6.04442					8.16395e+32					8.16406e+32					1.3096e-05					4.0091e-08					1.31094e-05					-1.00228e-08					-4.34319e-08					-3.8768
6.05071					8.16395e+32					8.16406e+32					1.2895e-05					3.9912e-08					1.29083e-05					-9.97801e-09					-4.3238e-08					-3.75947
6.05699					8.16395e+32					8.16405e+32					1.26919e-05					3.97268e-08					1.27052e-05					-9.93169e-09					-4.30373e-08					-3.64155
6.06327					8.16395e+32					8.16405e+32					1.24869e-05					3.95352e-08					1.25e-05					-9.8838e-09					-4.28298e-08					-3.52305
6.06956					8.16395e+32					8.16405e+32					1.22798e-05					3.93374e-08					1.22929e-05					-9.83435e-09					-4.26155e-08					-3.404
6.07584					8.16395e+32					8.16405e+32					1.20709e-05					3.91334e-08					1.20839e-05					-9.78335e-09					-4.23945e-08					-3.28441
6.08212					8.16395e+32					8.16405e+32					1.186e-05					3.89232e-08					1.18729e-05					-9.7308e-09					-4.21668e-08					-3.1643
6.08841					8.16395e+32					8.16405e+32					1.16472e-05					3.87069e-08					1.16601e-05					-9.67672e-09					-4.19325e-08					-3.04369
6.09469					8.16395e+32					8.16404e+32					1.14326e-05					3.84844e-08					1.14454e-05					-9.62111e-09					-4.16915e-08					-2.9226
6.10097					8.16395e+32					8.16404e+32					1.12162e-05					3.82559e-08					1.1229e-05					-9.56398e-09					-4.14439e-08					-2.80105
6.10726					8.16395e+32					8.16404e+32					1.0998e-05					3.80213e-08					1.10107e-05					-9.50534e-09					-4.11898e-08					-2.67905
6.11354					8.16395e+32					8.16404e+32					1.07781e-05					3.77808e-08					1.07907e-05					-9.4452e-09					-4.09292e-08					-2.55664
6.11982					8.16395e+32					8.16404e+32					1.05565e-05					3.75342e-08					1.0569e-05					-9.38356e-09					-4.06621e-08					-2.43382
6.12611					8.16395e+32					8.16403e+32					1.03332e-05					3.72818e-08					1.03457e-05					-9.32045e-09					-4.03886e-08					-2.31061
6.13239					8.16395e+32					8.16403e+32					1.01083e-05					3.70234e-08					1.01207e-05					-9.25586e-09					-4.01087e-08					-2.18704
6.13867					8.16395e+32					8.16403e+32					9.88182e-06					3.67592e-08					9.89407e-06					-9.18981e-09					-3.98225e-08					-2.06313
6.14496					8.16395e+32					8.16403e+32					9.65375e-06					3.64892e-08					9.66592e-06					-9.12231e-09					-3.953e-08					-1.93889
6.15124					8.16395e+32					8.16403e+32					9.42416e-06					3.62135e-08					9.43623e-06					-9.05337e-09					-3.92313e-08					-1.81434
6.15752					8.16395e+32					8.16403e+32					9.19308e-06					3.5932e-08					9.20506e-06					-8.983e-09					-3.89263e-08					-1.68951
6.1638					8.16395e+32					8.16402e+32					8.96055e-06					3.56448e-08					8.97243e-06					-8.91121e-09					-3.86153e-08					-1.56441
6.17009					8.16395e+32					8.16402e+32					8.72661e-06					3.53521e-08					8.73839e-06					-8.83802e-09					-3.82981e-08					-1.43906
6.17637					8.16395e+32					8.16402e+32					8.49128e-06					3.50537e-08					8.50297e-06					-8.76343e-09					-3.79748e-08					-1.31349
6.18265					8.16395e+32					8.16402e+32					8.25462e-06					3.47498e-08					8.2662e-06					-8.68745e-09					-3.76456e-08					-1.1877
6.18894					8.16395e+32					8.16402e+32					8.01665e-06					3.44404e-08					8.02813e-06					-8.6101e-09					-3.73104e-08					-1.06173
6.19522					8.16395e+32					8.16401e+32					7.77741e-06					3.41256e-08					7.78879e-06					-8.5314e-09					-3.69694e-08					-0.935598
6.2015					8.16395e+32					8.16401e+32					7.53695e-06					3.38054e-08					7.54822e-06					-8.45134e-09					-3.66225e-08					-0.809313
6.20779					8.16395e+32					8.16401e+32					7.2953e-06					3.34798e-08					7.30646e-06					-8.36995e-09					-3.62698e-08					-0.6829
6.21407					8.16395e+32					8.16401e+32					7.05249e-06					3.3149e-08					7.06354e-06					-8.28724e-09					-3.59114e-08					-0.55638
6.22035					8.16395e+32					8.16401e+32					6.80857e-06					3.28129e-08					6.81951e-06					-8.20323e-09					-3.55473e-08					-0.429772
6.22664					8.16395e+32					8.164e+32					6.56358e-06					3.24716e-08					6.5744e-06					-8.11791e-09					-3.51776e-08					-0.303096
6.23292					8.16395e+32					8.164e+32					6.31755e-06					3.21253e-08					6.32826e-06					-8.03132e-09					-3.48024e-08					-0.176371
6.2392					8.16395e+32					8.164e+32					6.07052e-06					3.17738e-08					6.08111e-06					-7.94345e-09					-3.44216e-08					-0.0496196
6.24549					8.16395e+32					8.164e+32					5.82253e-06					3.14173e-08					5.83301e-06					-7.85433e-09					-3.40354e-08					0.0771401
6.25177					8.16395e+32					8.164e+32					5.57363e-06					3.10559e-08					5.58398e-06					-7.76397e-09					-3.36439e-08					0.203888
6.25805					8.16395e+32					8.16399e+32					5.32384e-06					3.06896e-08					5.33407e-06					-7.67239e-09					-3.3247e-08					0.330603
6.26434					8.16395e+32					8.16399e+32					5.07322e-06					3.03184e-08					5.08332e-06					-7.57959e-09					-3.28449e-08					0.457266
6.27062					8.16395e+32					8.16399e+32					4.82179e-06					2.99424e-08					4.83177e-06					-7.4856e-09					-3.24376e-08					0.583857
6.2769					8.16395e+32					8.16399e+32					4.5696e-06					2.95617e-08					4.57945e-06					-7.39042e-09					-3.20252e-08					0.710356
